run_id,condition,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,phase,block,trial,rewarded,image,unrewarded_left_trials,unrewarded_right_trials,task,correct_shape,response,correct,did_reward,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
2,1,null,"""",null,html-keyboard-response,69,90357,0.0-3.0-0.0-3.9-0.9,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"<p class=""fixation"">+</p>",null,html-keyboard-response,70,90871,0.0-3.0-0.0-0.10,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,571.2850000127219,"<img src=""7C_10S_yellow4.jpg"" style=""width:500px;""></img>",76,html-keyboard-response,71,91448,0.0-3.0-0.0-1.10,test,1,11,1,7C_10S_yellow4.jpg,1,1,respond,squares,squares,true,true,"2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,reward-coin-drop.mp3,null,audio-keyboard-response,72,92949,0.0-3.0-0.0-2.10-0.10,test,1,"""","""","""","""","""",reward-feedback,"""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"<p class=""fixation"">+</p>",null,html-keyboard-response,73,93452,0.0-3.0-0.0-0.11,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,606.7599999951199,"<img src=""7S_10C_yellow10.jpg"" style=""width:500px;""></img>",65,html-keyboard-response,74,94062,0.0-3.0-0.0-1.11,test,1,12,0,7S_10C_yellow10.jpg,1,1,respond,circles,circles,true,false,"2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"""",null,html-keyboard-response,75,95575,0.0-3.0-0.0-3.11-0.11,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"<p class=""fixation"">+</p>",null,html-keyboard-response,76,96077,0.0-3.0-0.0-0.12,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,629.590000025928,"<img src=""7C_10S_yellow4.jpg"" style=""width:500px;""></img>",76,html-keyboard-response,77,96709,0.0-3.0-0.0-1.12,test,1,13,1,7C_10S_yellow4.jpg,0,1,respond,squares,squares,true,true,"2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,reward-coin-drop.mp3,null,audio-keyboard-response,78,98222,0.0-3.0-0.0-2.12-0.12,test,1,"""","""","""","""","""",reward-feedback,"""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"<p class=""fixation"">+</p>",null,html-keyboard-response,79,98736,0.0-3.0-0.0-0.13,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,599.3000000016764,"<img src=""7S_10C_yellow8.jpg"" style=""width:500px;""></img>",65,html-keyboard-response,80,99339,0.0-3.0-0.0-1.13,test,1,14,1,7S_10C_yellow8.jpg,0,1,respond,circles,circles,true,true,"2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,reward-coin-drop.mp3,null,audio-keyboard-response,81,100842,0.0-3.0-0.0-2.13-0.13,test,1,"""","""","""","""","""",reward-feedback,"""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"<p class=""fixation"">+</p>",null,html-keyboard-response,82,101343,0.0-3.0-0.0-0.14,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,482.0299999555573,"<img src=""7C_10S_yellow6.jpg"" style=""width:500px;""></img>",76,html-keyboard-response,83,101832,0.0-3.0-0.0-1.14,test,1,15,0,7C_10S_yellow6.jpg,0,1,respond,squares,squares,true,false,"2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"""",null,html-keyboard-response,84,103337,0.0-3.0-0.0-3.14-0.14,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"<p class=""fixation"">+</p>",null,html-keyboard-response,85,103851,0.0-3.0-0.0-0.15,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,593.9800000051036,"<img src=""7C_10S_yellow5.jpg"" style=""width:500px;""></img>",65,html-keyboard-response,86,104448,0.0-3.0-0.0-1.15,test,1,16,1,7C_10S_yellow5.jpg,0,0,respond,squares,circles,false,false,"2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"""",null,html-keyboard-response,87,105959,0.0-3.0-0.0-3.15-0.15,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"<p class=""fixation"">+</p>",null,html-keyboard-response,88,106473,0.0-3.0-0.0-0.16,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,669.2150000017136,"<img src=""7S_10C_yellow8.jpg"" style=""width:500px;""></img>",65,html-keyboard-response,89,107144,0.0-3.0-0.0-1.16,test,1,17,0,7S_10C_yellow8.jpg,0,1,respond,circles,circles,true,false,"2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"""",null,html-keyboard-response,90,108656,0.0-3.0-0.0-3.16-0.16,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"<p class=""fixation"">+</p>",null,html-keyboard-response,91,109171,0.0-3.0-0.0-0.17,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,432.7000000048429,"<img src=""7S_10C_yellow7.jpg"" style=""width:500px;""></img>",76,html-keyboard-response,92,109605,0.0-3.0-0.0-1.17,test,1,18,0,7S_10C_yellow7.jpg,0,1,respond,circles,squares,false,false,"2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"""",null,html-keyboard-response,93,111106,0.0-3.0-0.0-3.17-0.17,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
2,1,null,"<p class=""fixation"">+</p>",null,html-keyboard-response,94,111607,0.0-3.0-0.0-0.18,test,1,"""","""","""","""","""","""","""","""","""","""","2020-11-25 18:44:03",96.248.40.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",WebKit,Chrome,86.0.4240.198,Windows,10.0
